filepath,tone,chinese,pinyin,duration_sec
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0627.wav,4,那病家似乎很有钱，第二天又来请了。,nuó bìng jiā sì hū hěn yǒu qián ， dì èr tiān yòu lái qǐng liào 。,4.47
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0636.wav,3,可是诊金却已经是一元四角。,kě shì zhěn jīn què yǐ jīng shì yī yuán sì jiǎo 。,3.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0656.wav,4,和自己完全脱了干系。但另外有什么法子呢？,hé zì jǐ wán quán tuō liào gān xì 。 dàn lìng wài yǒu shén me fǎ zi ní ？,5.01
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0666.wav,4,临末才记起了那远房的叔祖，爱种一点花木的老人，跑去一问，,lín mò cái jì qǐ liào nuó yuǎn fáng dì shū zǔ ， ài zhǒng yī diǎn huā mù dì lǎo r,5.86
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0669.wav,2,药引寻到了，然而还有一种特别的丸药：败鼓皮丸。,yào yǐn xún dào liào ， rán ér hái yǒu yī zhǒng tè bié dì wán yào ： bài gǔ pí wán,6.0
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0673.wav,4,离我家就有五里，但这却不象平地木那样，必须暗中摸索了，,lí wǒ jiā jiù yǒu wǔ lǐ ， dàn zhè què bù xiàng píng dì mù nà yàng ， bì xū àn zhō,5.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0680.wav,1,连医生自己也说道：“西医长于外科，中医长于内科。”,lián yī shēng zì jǐ yě shuō dao ： xī yī cháng yú wài kē ， zhōng yī cháng yú nèi ,5.86
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0681.wav,2,因此无论什么，都只能由轩辕岐伯的嫡派门徒包办。,yīn cǐ wú lùn shén me ， dū zhǐ néng yóu xuān yuán qí bó dì dí pài mén tú bāo bàn,5.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0683.wav,4,这就是中国人的“命”，连名医也无从医治的。,zhè jiù shì zhōng guó rén dì mìng ， lián míng yī yě wú cóng yī zhì dì 。,5.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0689.wav,1,听说他现在还康健，一面行医，一面还做中医什么学报，,tīng shuō tā xiàn zài huán kāng jiàn ， yī miàn xíng yī ， yī miàn huán zuò zhōng ,5.59
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0716.wav,2,我看那书上画着房屋，,wǒ kàn nuó shū shàng huà zhuó fáng wū ，,2.2
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0721.wav,4,但正在旋着的阿祥，忽然跌倒了，,dàn zhèng zài xuán zháo dì ā xiáng ， hū rán diē dǎo liào ，,3.57
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0723.wav,2,虽然如此，孩子们总还喜欢到她那里去。,suī rán rú cǐ ， hái zi men zǒng huán xǐ huan dào tā nà li qù 。,4.17
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0725.wav,4,坏的是没有药擦，还添几个栗凿和一通骂。,huài dì shì méi yǒu yào cā ， huán tiān jǐ ge lì záo hé yī tōng mà 。,4.43
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0730.wav,3,我说没有首饰，她却道，“也许你没有留心。,wǒ shuō méi yǒu shǒu shì ， tā què dào ， yě xǔ nǐ méi yǒu liú xīn 。,4.13
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0732.wav,4,这些话我听去似乎很异样，便又不到她那里去了，,zhè xiē huà wǒ tìng qù sì hū hěn yì yàng ， pián yòu bù dào tā nà li qù liào ，,5.23
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0733.wav,4,但有时又真想去打开大厨，细细地寻一寻。,dàn yǒu shí yòu zhēn xiǎng qù dǎ kāi dà chú ， xì xì dì xún yī xún 。,4.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0735.wav,2,这实在使我觉得有如掉在冷水里。流言的来源，我是明白的，,zhè shí zài shǐ wǒ jué de yǒu rú diào zài lěng shuǐ lǐ 。 liú yán dì lái yuán ， w,5.89
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0748.wav,4,很象《封神榜》上“太极阵”、“混元阵”一类的名目。,hěn xiàng fēng shén bǎng shàng tài jí zhèn 、 hùn yuán zhèn yī lèi dì míng mù 。,4.65
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0757.wav,4,这一种螃蟹式的名公巨卿，现在都阔别得很久了，,zhè yī zhǒng páng xiè shì dì míng gōng jù qīng ， xiàn zài dū kuò bié děi hěn jiǔ,4.96
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0762.wav,4,便可以近看狮子山，远眺莫愁湖，——但究竟,pián kě yǐ jìn kàn shī zi shān ， yuǎn tiào mò chóu hú ， — — dàn jiū jìng,5.58
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0763.wav,4,是否真可以眺得那么远，我现在可委实有点记不清楚了。,shì fǒu zhēn kě yǐ tiào dé nà me yuàn ， wǒ xiàn zài kè wěi shí yǒu diǎn jì bù qī,5.48
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0768.wav,4,炉口上方横写着四个大字道：“敬惜字纸”。,lú kǒu shàng fāng héng xiě zhuó sì gè dà zì dào ： jìng xī zì zhǐ 。,4.45
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0781.wav,2,此外还有所谓格致、地学、金石学、都非常新鲜。,cǐ wài hái yǒu suǒ wèi gé zhì 、 dì xué 、 jīn shí xué 、 dū fēi cháng xīn xiān 。,5.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0790.wav,4,计惟有天造草昧”,jì wéi yǒu tiān zào cǎo mèi,3.59
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0793.wav,4,学堂里又设立了一个阅报处，《时务报》不待言，还有《译学汇编》，,xué táng lǐ yòu shè lì liào yī gè yuè bào chù ， shí wù bào bù dài yán ， hái yǒu ,5.89
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0798.wav,4,仍然自己不觉得有什么“不对”，一有闲空，就照例地吃侉饼、,réng rán zì jǐ bù jué de yǒu shén me bù duì ， yī yǒu xián kòng ， jiù zhào lì dì ,5.59
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0803.wav,4,二、他们觉得开煤矿并不难。,èr 、 tā men jué de kāi méi kuàng bìng bù nán 。,3.36
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0805.wav,1,就是抽了水掘煤，掘出煤来抽水，结一笔出入两清的账。,jiù shì chōu liào shuǐ jué méi ， jué chū méi lái chōu shuǐ ， jié yī bǐ chū rù li,5.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0811.wav,2,铜、铁、锡来么？,tóng 、 tiě 、 xí lái me ？,2.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0813.wav,4,爬上天空二十丈和钻下地面二十丈，结果还是一无所能，,pá shàng tiān kōng èr shí zhàng hé zuàn xià dì miàn èr shí zhàng ， jié guǒ hái s,5.43
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0816.wav,4,其中的一个因为祖母哭得死去活来，不去了，只剩了四个。,qí zhōng dì yī gè yīn wèi zǔ mǔ kū děi sǐ qù huó lái ， bù qù liào ， zhī shèng li,5.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0817.wav,4,日本是同中国很两样的，我们应该如何准备呢？,rì běn shì tòng zhōng guó hěn liǎng yàng dì ， wǒ men yīng gāi rú hé zhǔn bèi ní ,4.59
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0826.wav,2,但花下也缺不了成群结队的“清国留学生”的速成班，,dàn huā xià yě quē bù liǎo chéng qún jié duì dì qīng guó liú xué shēng dì sù ché,4.62
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0830.wav,4,里面的几间洋房里倒也还可以坐坐的。,lǐ miàn dì jī jiān yáng fáng lǐ dào yě huán kě yǐ zuò zuò dì 。,3.71
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0833.wav,2,如何呢？我就往仙台的医学专门学校去。,rú hé ní ？ wǒ jiù wǎng xiān tái dì yī xué zhuān mén xué xiào qù 。,5.2
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0841.wav,4,后来用被盖了全身，用衣服包了头脸，只留两个鼻孔出气。,hòu lái yòng bèi gài liào quán shēn ， yòng yī fu bāo liào tou liǎn ， zhǐ liú liǎ,5.95
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0848.wav,2,挟着一迭大大小小的书。,xié zháo yī dié dà dà xiǎo xiǎo dì shū 。,2.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0851.wav,4,他接着便讲述解剖学在日本发达的历史，,tā jiē zhe pián jiǎng shù jiě pōu xué zài rì běn fā dá dì lì shǐ ，,3.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0856.wav,4,冬天是一件旧外套，寒颤颤的，,dōng tiān shì yī jiàn jiù wài tào ， hán zhàn chàn dì ，,3.95
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0859.wav,1,过了一星期，大约是星期六，他使助手来叫我了。,guo liào yī xīng qī ， dà yuē shì xīng qī liù ， tā shǐ zhù shǒu lái jiào wǒ liào ,5.02
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0861.wav,4,后来有一篇论文在本校的杂志上发表出来。,hòu lái yǒu yī piān lùn wén zài běn xiào dì zá zhì shàng fā biǎo chu lai 。,5.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0872.wav,4,实物是那么样的，我们没法改换它。,shí wù shì nà me yáng dì ， wǒ men méi fǎ gǎi huàn tā 。,3.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0874.wav,1,口头答应着，心里却想道：,kǒu tóu dā ying zhuó ， xīn li què xiǎng dào ：,3.44
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0877.wav,4,同学一百余人之中，我在中间，不过是没有落第。,tóng xué yī bǎi yú rén zhī zhōng ， wǒ zài zhōng jiān ， bù guò shì méi yǒu luò dì,4.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0890.wav,4,末尾是匿名。我这才回忆到前几天的一件事。,mò wěi shì nì míng 。 wǒ zhè cái huí yì dào qián jǐ tiān dì yī jiàn shì 。,5.38
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0896.wav,4,干事却又竭力运动，要收回那一封匿名信去。,gàn shi què yòu jié lì yùn dòng ， yào shōu huí nuó yī fēng nì míng xìn qù 。,4.55
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0904.wav,4,但在我，这一声却特别听得刺耳。,dàn zài wǒ ， zhè yī shēng què tè bié tīng dé cì ěr 。,3.55
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0915.wav,3,说起，所以虽然有时想写信，却又难以下笔，,shuō qǐ ， suǒ yǐ suī rán yǒu shí xiǎng xiě xìn ， què yòu nán yǐ xià bǐ ，,4.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0916.wav,4,这样的一直到现在，竟没有寄过一封信和一张照片。,zhè yàng dì yī zhí dào xiàn zài ， jìng méi yǒu jì guò yī fēng xìn hé yī zhāng zh,5.36
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0925.wav,1,每当夜间疲倦，正想偷懒时，,měi dāng yè jiān pí juàn ， zhèng xiǎng tōu lǎn shí ，,2.86
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0931.wav,4,一天早晨，辟头就看见一条从中国来的电报，大概是：,yī tiān zǎo chén ， pì tóu jiù kàn jiàn yī tiáo zòng zhōng guó lái dì diàn bào ， ,5.16
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0935.wav,4,徐锡麟是被挖了心，给恩铭的亲兵炒食净尽。,xú xí lín shì bèi wā liào xīn ， jǐ ēn míng dì qīn bīng chǎo shí jìng jìn 。,5.03
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0941.wav,4,到这时才打听别人：说这话的是谁呢，有那么冷？,dào zhè shí cái dǎ ting bié ren ： shuō zhè huà dì shì shéi ní ， yǒu nà me lěng ？,4.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0945.wav,4,结果是他不做，我也不做，不知谁承认做去了；,jié guǒ shì tā bù zuò ， wǒ yě bù zuò ， bù zhī shéi chéng rèn zuò qù liào ；,4.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0954.wav,4,现在是躲在乡下，教着几个小学生糊口。,xiàn zài shì duǒ zài xiāng xia ， jiào zháo jǐ ge xiǎo xué shēng hú kǒu 。,4.09
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0957.wav,1,一天我忽而记起在东京开同乡会时的旧事，便问他：,yī tiān wǒ hū ér jì qǐ zài dōng jīng kāi tóng xiāng huì shí dì jiù shì ， pián wè,5.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0961.wav,3,我很不满，心里想，这些鸟男人，怎么带这东西来呢。,wǒ hěn bù mǎn ， xīn li xiǎng ， zhè xiē niǎo nán rén ， zěn me dài zhè dōng xi lái,5.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0971.wav,1,忽然是武昌起义，接着是绍兴光复。,hū rán shì wǔ chāng qǐ yì ， jiē zhe shì shào xīng guāng fù 。,3.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1012.wav,4,现在知道是错了，“胡”应作“祜”，,xiàn zài zhī dào shì cuò liào ， hú yìng zuò hù ，,3.36
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1014.wav,4,隋将军麻祜，性酷虐，,suí jiāng jūn má hù ， xìng kù nuè ，,2.84
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1015.wav,2,蕃中皆畏惮，其国婴儿啼者，以〖王比〗怖之则止。,fán zhòng jiē wèi dàn ， qí guó yīng ér tí zhě ， yǐ wáng bǐ bù zhī zé zhǐ 。,5.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1016.wav,4,况《魏志》载张文远辽来之明证乎？,kuàng wèi zhì zài zhāng wén yuǎn liáo lái zhī míng zhèng hū ？,3.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1025.wav,4,这位肃州胡老先生的勇决，委实令我佩服了。,zhè wèi sù zhōu hú lǎo xiān shēng dì yǒng jué ， wěi shí lìng wǒ pèi fú liào 。,4.35
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1029.wav,4,尽孝无定形，行孝无定事。,jìn xiào wú dìng xíng ， xíng xiào wú dìng shì 。,3.77
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1034.wav,4,人重色而己重孝，卫道之盛心可谓至矣。,rén zhòng sè ér jǐ zhòng xiào ， wèi dào zhī shèng xīn kě wèi zhì yǐ 。,4.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1043.wav,2,这是有几个人以评“郭巨埋儿”和“李娥投炉”的事的。,zhè shì yǒu jǐ ge rén yǐ píng guō jù mái ér hé lǐ é tóu lú dì shì dì 。,5.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1044.wav,4,至于人心，有几点确也似乎正在浇漓起来。,zhì yú rén xīn ， yǒu jǐ diǎn què yě sì hū zhèng zài jiāo lí qi lai 。,4.45
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1046.wav,4,现在是连“以正人心而厚风俗”的《百孝图》上也加上了。,xiàn zài shì lián yǐ zhèng rén xīn ér hòu fēng sú dì bǎi xiào tú shàng yě jiā sh,5.47
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1053.wav,4,但这一个“抱”字却发生过问题。,dàn zhè yī gè bào zì què fā shēng guo wèn tí 。,4.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1054.wav,4,我幼小时候，在故乡曾经听到老年人这样讲：－－,wǒ yòu xiǎo shí hou ， zài gù xiāng céng jīng tīng dào lǎo nián rén zhè yàng jiǎn,5.33
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1055.wav,4,“死了的曹娥，和她父亲的尸体，最初是面对面抱着浮上来的。,sǐ liào dì cáo é ， hé tā fù qīn dì shī tǐ ， zuì chū shì miàn duì miàn bào zhuó f,5.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1058.wav,2,在礼义之邦里，连一个年幼－－呜呼，“娥年十四”而已,zài lǐ yì zhī bāng lǐ ， lián yī gè nián yòu － － wū hū ， é nián shí sì ér yǐ,5.26
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1064.wav,4,那应付的方法，十之九是“哭”和“拜”。,nuó yìng fu dì fāng fǎ ， shí zhī jiǔ shì kū hé bài 。,5.67
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1072.wav,3,还有老莱子的“戏彩娱亲”，,hái yǒu lǎo lái zǐ dì xì cǎi yú qīn ，,2.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1077.wav,4,画的是“著五色斑斓之衣为婴儿戏于亲侧”这一段；,huà dì shì zhù wǔ sè bān lán zhī yī wèi yīng ér xì yú qīn cè zhè yī duàn ；,5.4
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1078.wav,4,手里捏着“摇咕咚”，就是“婴儿戏”这三个字的点题。,shǒu lǐ niē zhuó yáo gū dōng ， jiù shì yīng ér xì zhè sān gè zì dì diǎn tí 。,4.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1081.wav,4,无画人姓名，但是双料画法，一面“诈跌卧地”，,wú huà rén xìng míng ， dàn shì shuāng liào huà fǎ ， yī miàn zhà diē wò dì ，,4.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1085.wav,4,孩子对父母撒娇可以看得有趣，若是成人，便未免有些不顺眼。,hái zi duì fù mǔ sā jiāo kě yǐ kàn děi yǒu qù ， ruò shì chéng rén ， pián wèi miǎ,5.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1094.wav,2,嵇康的，还是皇甫谧的？也还是手头没有书，无从查考。,jī kāng dì ， hái shi huáng fǔ mì dì ？ yě hái shi shǒu tóu méi yǒu shū ， wú cóng ,5.98
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1099.wav,4,而老莱子在父母面前弄孩子的玩具，也比弄小禽鸟更自然。,ér lǎo lái zǐ zài fù mǔ miàn qián lòng hái zi dì wán jù ， yě bì lòng xiǎo qín ni,5.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1100.wav,2,后来中绝，便只残存于日本了。,hòu lái zhōng jué ， pián zhī cán cún yú rì běn liào 。,3.77
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1117.wav,4,现在就预先辩解几句在这里存案。,xiàn zài jiù yù xiān biàn jiě jī jù zài zhè lǐ cún àn 。,3.31
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1127.wav,4,那么，倘有一个素衣高帽的东西，不问他胡子之有无，,nà me ， tǎng yǒu yī gè sù yī gāo mào dì dōng xi ， bù wèn tā hú zi zhī yǒu wú ，,4.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1142.wav,4,因为他一到，这时候，也就可见“活无常”。,yīn wèi tā yī dào ， zhè shí hòu ， yě jiù kě jiàn huó wú cháng 。,4.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1145.wav,2,但从此便和“活无常”隐然相混了。,dàn cóng cǐ pián hé huó wú cháng yǐn rán xiāng hùn liào 。,4.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_1146.wav,4,所以站在阶下。既有了生魂入冥的“阳无常”，,suǒ yǐ zhàn zài jiē xià 。 jì yǒu liào shēng hún rù míng dì yáng wú cháng ，,4.88
